wl,n
0.21880758476834214,1.554585152838428
0.2210383645974501,1.5519650655021833
0.22329188759906404,1.549344978165939
0.22556838564362136,1.5467248908296942
0.22786809296551783,1.5441048034934497
0.23019124618720802,1.5414847161572052
0.23253808434355122,1.5388646288209606
0.23490884890640798,1.5362445414847161
0.2373037838094836,1.5336244541484716
0.23972313547342916,1.5316281971303805
0.24216715283119522,1.5296319401122895
0.24463608735364462,1.5276356830941982
0.2471301930754286,1.5256394260761073
0.2496497266211231,1.5236431690580163
0.25219494723163527,1.521646912039925
0.2547661167908757,1.519650655021834
0.2573634998527058,1.517654398003743
0.25998736366815783,1.5156581409856518
0.26263797821293206,1.5136618839675609
0.2653156162151771,1.5116656269494697
0.2680205531835495,1.5096693699313786
0.2707530674355636,1.5076731129132876
0.27351344012622614,1.5056768558951963
0.27630195527696694,1.5051528384279476
0.2791188998048615,1.5046288209606986
0.28196456355215216,1.5041048034934499
0.2848392393160722,1.503580786026201
0.28774322287897053,1.503056768558952
0.29067681303874754,1.502532751091703
0.293640311639597,1.502008733624454
0.2966340236030653,1.5014847161572051
0.299658256959425,1.5009606986899562
0.3027133228793677,1.5004366812227072
0.30579953570602336,1.4999126637554583
0.3089172129873014,1.4993886462882096
0.312066675508566,1.4988646288209608
0.3152482473256417,1.4983406113537119
0.3184622557981553,1.497816593886463
0.32170903162322073,1.497292576419214
0.32498890886946313,1.496768558951965
0.3283022250113941,1.496244541484716
0.33164932096413297,1.4957205240174671
0.3350305411184865,1.4951965065502182
0.3384462333763833,1.4946724890829692
0.34189674918666907,1.4941484716157203
0.34538244358127046,1.4936244541484718
0.34890367521172255,1.4931004366812228
0.352460806386074,1.4925764192139739
0.3560542031061632,1.492052401746725
0.359684235105279,1.491528384279476
0.36335127588620336,1.491004366812227
0.36705570275963983,1.490480349344978
0.37079789688303944,1.4899563318777291
0.37457824329981504,1.4894323144104802
0.37839713097896327,1.4889082969432312
0.3822549528550829,1.4883842794759825
0.38615210586880744,1.4878602620087336
0.39008899100764666,1.4873362445414848
0.39406601334724356,1.4868122270742359
0.3980835820930565,1.486288209606987
0.4021421106224602,1.485764192139738
0.40624201652728187,1.485240174672489
0.41038372165676695,1.48471615720524
0.4145676521609833,1.4844167186525263
0.41879423853467135,1.4841172800998128
0.42306391566153545,1.4838178415470993
0.42737712285899376,1.4835184029943855
0.43173430392337697,1.4832189644416718
0.4361359071755947,1.482919525888958
0.4405823855072631,1.4826200873362445
0.44507419642730234,1.482320648783531
0.4496118021090146,1.4820212102308172
0.4541956694376338,1.4817217716781035
0.45882627005836857,1.4814223331253897
0.4635040804249274,1.481122894572676
0.46822958184854513,1.4808234560199627
0.4730032605475051,1.480524017467249
0.47782560769716537,1.4802245789145352
0.4826971194805011,1.4799251403618214
