Wavelength (um),Transmission (%)
0.221,83.13
0.412,84.06
1.662,85.00
1.706,85.63
1.765,85.00
3.324,85.63
3.853,85.63
4.162,84.06
4.397,81.88
4.735,74.69
4.956,67.81
5.176,59.69
5.618,40.00
5.691,35.94
5.779,27.81
5.897,21.88
6.191,10.31
6.221,9.06
6.382,7.81
6.574,1.25
6.779,1.56
7.015,0.00
20.221,0.00
