"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6","No.7","No.8"
"Date/Time","Date/Time","SUCTION 2ND","DISCHARGE 2ND","SUCTION 1ST","DISCHARGE 1ST","Channel1","Channel2","Channel3","Channel4"
"","","°C","°C","°C","°C","W/m^2","W/m^2","V","V"
"2025-07-16 13:19:39","45854.5553125000","38.4","66.8","71.5","69.1","884.114","-202.45","0.78796","2.51610"
"2025-07-16 13:19:44","45854.5553703704","38.4","66.8","71.5","69.1","884.355","-203.08","0.78837","2.51583"
"2025-07-16 13:19:49","45854.5554282407","38.4","66.9","71.5","69.2","884.355","-202.54","0.78875","2.51609"
"2025-07-16 13:19:54","45854.5554861111","38.4","66.9","71.6","69.2","884.355","-201.01","0.78868","2.51608"
"2025-07-16 13:19:59","45854.5555439815","38.4","66.9","71.6","69.3","884.355","-202.00","0.78862","2.51606"
"2025-07-16 13:20:04","45854.5556018519","38.4","67.0","71.6","69.3","883.874","-201.82","0.78876","2.51622"
"2025-07-16 13:20:09","45854.5556597222","38.3","66.9","71.5","69.3","883.393","-201.28","0.78869","2.51608"
"2025-07-16 13:20:14","45854.5557175926","38.3","66.9","71.6","69.3","884.114","-203.44","0.78922","2.51654"
"2025-07-16 13:20:19","45854.5557754630","38.3","67.0","71.6","69.4","884.114","-201.01","0.78907","2.51634"
"2025-07-16 13:20:24","45854.5558333333","38.3","67.0","71.6","69.4","884.355","-200.02","0.78896","2.51652"
"2025-07-16 13:20:29","45854.5558912037","38.3","67.0","71.6","69.5","883.152","-199.75","0.78876","2.51606"
"2025-07-16 13:20:34","45854.5559490741","38.3","67.0","71.7","69.5","883.874","-201.82","0.78902","2.51617"
"2025-07-16 13:20:39","45854.5560069444","38.3","67.0","71.7","69.5","883.874","-200.92","0.78877","2.51617"
"2025-07-16 13:20:44","45854.5560648148","38.2","67.0","71.7","69.5","883.152","-201.46","0.78887","2.51578"
"2025-07-16 13:20:49","45854.5561226852","38.3","67.0","71.7","69.6","883.393","-201.46","0.78888","2.51592"
"2025-07-16 13:20:54","45854.5561805556","38.2","67.0","71.7","69.6","883.393","-200.20","0.78871","2.51590"
"2025-07-16 13:20:59","45854.5562384259","38.3","67.1","71.7","69.7","883.633","-200.38","0.78893","2.51612"
"2025-07-16 13:21:04","45854.5562962963","38.3","67.1","71.8","69.7","883.633","-199.04","0.78883","2.51611"
"2025-07-16 13:21:09","45854.5563541667","38.2","67.1","71.7","69.7","883.633","-199.22","0.78866","2.51618"
"2025-07-16 13:21:14","45854.5564120370","38.2","67.1","71.7","69.7","884.114","-199.93","0.78875","2.51634"
"2025-07-16 13:21:19","45854.5564699074","38.2","67.1","71.7","69.7","884.836","-201.64","0.78895","2.51629"
"2025-07-16 13:21:24","45854.5565277778","38.2","67.1","71.8","69.8","884.595","-201.64","0.78937","2.51610"
"2025-07-16 13:21:29","45854.5565856481","38.2","67.2","71.8","69.8","884.355","-200.65","0.78926","2.51618"
"2025-07-16 13:21:34","45854.5566435185","38.2","67.2","71.8","69.9","884.355","-200.56","0.78913","2.51606"
"2025-07-16 13:21:39","45854.5567013889","38.2","67.2","71.8","69.9","884.595","-199.66","0.78917","2.51617"
"2025-07-16 13:21:44","45854.5567592593","38.2","67.3","71.9","70.0","884.355","-199.66","0.78913","2.51610"
"2025-07-16 13:21:49","45854.5568171296","38.2","67.2","71.8","70.0","884.355","-199.75","0.78917","2.51612"
"2025-07-16 13:21:54","45854.5568750000","38.1","67.2","71.8","70.0","884.595","-201.01","0.78947","2.51608"
"2025-07-16 13:21:59","45854.5569328704","38.1","67.3","71.8","70.0","885.076","-200.56","0.78957","2.51615"
"2025-07-16 13:22:04","45854.5569907407","38.1","67.3","71.9","70.1","884.595","-198.86","0.78931","2.51613"
"2025-07-16 13:22:09","45854.5570486111","38.2","67.3","71.9","70.1","884.355","-199.13","0.78898","2.51616"
"2025-07-16 13:22:14","45854.5571064815","38.2","67.4","71.9","70.1","884.595","-198.86","0.78916","2.51648"
"2025-07-16 13:22:19","45854.5571643518","38.2","67.4","71.9","70.2","884.114","-200.11","0.78926","2.51593"
"2025-07-16 13:22:24","45854.5572222222","38.2","67.4","72.0","70.2","885.557","-199.75","0.78927","2.51601"
"2025-07-16 13:22:29","45854.5572800926","38.3","67.5","72.0","70.3","885.798","-199.84","0.78908","2.51623"
"2025-07-16 13:22:34","45854.5573379630","38.2","67.5","72.0","70.3","884.595","-201.01","0.78956","2.51601"
"2025-07-16 13:22:39","45854.5573958333","38.2","67.4","71.9","70.2","884.355","-200.83","0.78938","2.51606"
"2025-07-16 13:22:44","45854.5574537037","38.1","67.5","71.9","70.3","884.595","-199.93","0.78937","2.51638"
"2025-07-16 13:22:49","45854.5575115741","38.1","67.5","72.0","70.3","884.355","-200.92","0.78937","2.51628"
